url,type,text,imgs,author,time,location,author_id
https://www.douban.com/group/topic/298026846/,正文,,https://img1.doubanio.com/view/group_topic/l/public/p633012507.webp,☁️,2023-11-20 10:42:10,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,钛锅隔热垃圾，真的推荐铁锅便宜好使,,🍋,2023-11-20 10:48:25,广东,197166340
https://www.douban.com/group/topic/298026846/,评论,现在怎么钛也做锅了，和铁锅相比的优势是防锈吗，,,⠀,2023-11-20 10:49:12,浙江,171155857
https://www.douban.com/group/topic/298026846/,评论,我不懂🥲看着介绍五花八门,,☁️,2023-11-20 10:51:04,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,啊啊啊我买的章丘铁锅 被我糟蹋得不行 保养不好,,☁️,2023-11-20 10:51:30,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,钛锅可以进洗碗机，铁锅、不锈钢、铝合金都不能进洗碗机，会被氧化剂腐蚀。陶瓷锅的锅底釉面会破，比不粘锅涂层还容易掉，钛锅没实际用过，多少有铁或者铝合金部分，没有买到。,,墩儿,2023-11-20 10:52:28,广东,150480143
https://www.douban.com/group/topic/298026846/,评论,我还准备买章丘铁锅的😂 不会保养 很少做饭的那种,,闲出屁国公主,2023-11-20 11:03:20,广东,103286830
https://www.douban.com/group/topic/298026846/,评论,听楼上的伙伴说钛锅隔热不行？是什么意思呢 我没有洗碗机😎😭,,☁️,2023-11-20 11:06:31,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,买了章丘铁锅就用吧，实在不会再开锅就先用铁锅油炸一次东西，做一些素菜，素菜不会粘锅的。洗完锅要烧干水分，等你能肉眼看见铁锅上有一层黑色的东西，那就是锅养好了。,,momo,2023-11-20 11:13:54,江苏,229763234
https://www.douban.com/group/topic/298026846/,评论,天天做饭的话不如买纯铁，安全耐用。追求简便快捷就麦饭石，我一直用,,旺旺大王,2023-11-20 11:16:06,广东,252826152
https://www.douban.com/group/topic/298026846/,评论,买了快一年了 不是在生锈 就是在除锈哈哈哈 这是一个星期前的样子 现在已经糊锅了😇😇你看还有救吗,https://img9.doubanio.com/view/richtext/large/public/p635520195.jpg,☁️,2023-11-20 11:17:22,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,我差不多天天做饭 喜欢大火和红烧🥹,,☁️,2023-11-20 11:22:47,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,"你用钢丝球蹭干净，试着先炒素菜，素菜炒一下就两分钟，不会糊锅的。长时间不用，你就洗干净弄点猪油在锅里晃均匀，放那里。（植物油长时间可能会有油哈味）


你这锅是白色的，我给你截一个不锈钢锅开锅变化图，让你看一下啥时候你就可以开始做鸡蛋不沾。",https://img9.doubanio.com/view/richtext/s/public/p635520195.jpg,momo,2023-11-20 11:24:50,江苏,229763234
https://www.douban.com/group/topic/298026846/,评论,,https://img9.doubanio.com/view/richtext/large/public/p635523835.jpg,momo,2023-11-20 11:27:30,江苏,229763234
https://www.douban.com/group/topic/298026846/,评论,,https://img9.doubanio.com/view/richtext/s/public/p635523835.jpg https://img2.doubanio.com/view/richtext/large/public/p635523922.jpg,momo,2023-11-20 11:27:40,江苏,229763234
https://www.douban.com/group/topic/298026846/,评论,这个锅怎么是这样式儿的哈哈哈和我现在的一样,https://img9.doubanio.com/view/richtext/s/public/p635523835.jpg,☁️,2023-11-20 11:29:33,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,这个是一个不锈钢锅，原来是银色，黑色的全都是油馍。,,momo,2023-11-20 11:31:00,江苏,229763234
https://www.douban.com/group/topic/298026846/,评论,那用纯铁锅吧，每天用完刷干净上一层薄油养护，第二天直接可以用。时间久了有不粘锅的效果。我爸用的铁炒锅，用了40年了，用的都薄了还很好用😂,,旺旺大王,2023-11-20 11:32:45,广东,252826152
https://www.douban.com/group/topic/298026846/,评论,铁锅不用洗那么干净吧,https://img9.doubanio.com/view/richtext/s/public/p635520195.jpg,云雾,2023-11-20 11:34:19,上海,3273730
https://www.douban.com/group/topic/298026846/,评论,那推荐不锈钢锅吗？会不会比铁锅不粘,,☁️,2023-11-20 11:42:56,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,是吗我总是要洗到用纸擦没有污渍🥲,,☁️,2023-11-20 11:43:14,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,不锈钢锅比铁锅难用，用不好的时候素的也糊。,,momo,2023-11-20 11:45:53,江苏,229763234
https://www.douban.com/group/topic/298026846/,评论,嗯嗯！我准备坚持用这个铁锅了🥲,https://img1.doubanio.com/view/richtext/large/public/p635537380.jpg,☁️,2023-11-20 12:06:11,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,好！受教了 多谢鸭,,☁️,2023-11-20 12:06:32,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,"买过好几次铁锅，都放弃了。
需要打理，烘干涂油，不然非常容易生锈。油烟也大。",,maopang,2023-11-20 12:14:31,广东,219537475
https://www.douban.com/group/topic/298026846/,评论,把油膜都破坏了，所以很容易生锈,,云雾,2023-11-20 12:44:23,上海,3273730
https://www.douban.com/group/topic/298026846/,评论,但是我总担心会滋生细菌呀,,☁️,2023-11-20 12:46:43,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,高温杀一切,,云雾,2023-11-20 12:47:22,上海,3273730
https://www.douban.com/group/topic/298026846/,评论,有道理☺️,,☁️,2023-11-20 12:47:59,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,这样子不太像纯铁啊。。。拿猪油养几天看看能不能救回来,https://img1.doubanio.com/view/richtext/s/public/p635537380.jpg,旺旺大王,2023-11-20 13:28:20,广东,252826152
https://www.douban.com/group/topic/298026846/,评论,求推荐🥲,,☁️,2023-11-20 13:31:56,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,不锈钢的不能进洗碗机？,,never,2023-11-20 13:44:57,山东,QIQI_2017
https://www.douban.com/group/topic/298026846/,评论,我是看的博主说不能，我自己的照进不误，总不能像博主那样其他机洗，就那一个锅手洗。反正我的锅都便宜。,,墩儿,2023-11-20 13:51:53,广东,150480143
https://www.douban.com/group/topic/298026846/,评论,我也不知道😂我觉得古老的产品都比较好，例如我爸用那个,,旺旺大王,2023-11-20 14:13:34,广东,252826152
https://www.douban.com/group/topic/298026846/,评论,苏泊尔的里面光滑的那种铁锅挺好用的，就是沉。好好开锅保养好的话不怎么粘,,派皮瑞卡,2023-11-20 20:58:20,内蒙古,84538994
https://www.douban.com/group/topic/298026846/,评论,好勒，我看看,,☁️,2023-11-20 22:30:32,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,排除钛，沉的要死，两个手腕抬着炒菜那种，起锅倒菜的时候恨不得长出第三只手装盘，还得叫个人来铲菜才能装盘啊,,海 骨,2023-11-22 03:15:13,陕西,187949682
https://www.douban.com/group/topic/298026846/,评论,我去 好雷,,☁️,2023-11-22 07:36:49,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,我也是研究了好久，最后生铁锅一个炖肉，熟铁锅一个爆炒，现在还没有粘过锅，不知道啥时候养出黑油膜,,桃不碧,2023-11-29 23:11:36,广东,garbage_minipig
https://www.douban.com/group/topic/298026846/,评论,哇 用了多久啦！求链接,,☁️,2023-11-30 00:14:48,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,好像很多章丘铁锅是机器压的不是像商家宣传的是手打的,,🎶,2023-11-30 00:23:20,浙江,72193844
https://www.douban.com/group/topic/298026846/,评论,半个月了，我是天天做饭，认真开锅，做完就烘干抹油，没用过洗洁精，熟铁那个还在用木铲，觉得挺麻烦的，我爸妈是说天天做饭就不用抹油。锅就jd上买的，熟铁就九阳50多块钱，生铁买的臻三环的龟纹，不知道评论里那些说粘锅的怎么弄的,,桃不碧,2023-11-30 00:23:39,广东,garbage_minipig
https://www.douban.com/group/topic/298026846/,评论,小本本记下来 友友后面可以回帖跟我更新反馈吗！,,☁️,2023-11-30 08:34:07,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,还是买品牌的更好嘛,,☁️,2023-11-30 08:34:26,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,我是买了标章丘铁锅用了一段时间有小坑了所以判断是机器压的，但是也能用，看大家的评论是50块钱的菜场铁锅也用着挺好的。我平时洗铁锅不用洗洁精就开热水洗，洗完烧干，不用铁锅做汤或下面条，油膜保持地挺好。锅给我妈用一段时间后油膜就没了因为她喜欢炒完菜后放水浸泡，所以还是要看保养的，建议去看看二次开锅视频，拿钢丝球刷掉锈，再上油，就又能有油膜了,,🎶,2023-11-30 18:44:50,浙江,72193844
https://www.douban.com/group/topic/298026846/,评论,好诶 马上给铁锅来个重生,,☁️,2023-11-30 19:02:39,河南,170658180
https://www.douban.com/group/topic/298026846/,评论,行啊，不过目前没什么变化还,,桃不碧,2023-11-30 21:55:20,广东,garbage_minipig
