url,type,text,imgs,author,time,location
https://www.douban.com/group/topic/297963312/,正文,就是有点软塌塌的，是不是因为放了紫薯（第一次宣告失败😭😭😭）,,Blue,2023-11-18 22:32:45,山东
https://www.douban.com/group/topic/297963312/,评论,可能因为不是开水烫面,,cici果冻酱,2023-11-18 22:48:20,江苏
https://www.douban.com/group/topic/297963312/,评论,请问这是啥好吃的？,,豆友173785665,2023-11-18 23:05:31,浙江
https://www.douban.com/group/topic/297963312/,评论,是开水烫面,,Blue,2023-11-18 23:10:15,山东
https://www.douban.com/group/topic/297963312/,评论,糯米小圆子,,Blue,2023-11-18 23:11:03,山东
https://www.douban.com/group/topic/297963312/,评论,感觉像是紫薯放多了😭😭😭,,Blue,2023-11-18 23:11:23,山东
https://www.douban.com/group/topic/297963312/,评论,混点木薯粉呢,,跑路面包🥯,2023-11-19 00:05:30,湖南
https://www.douban.com/group/topic/297963312/,评论,小图以为是卤鹌鹑蛋🥚,,momo,2023-11-19 00:06:30,河南
https://www.douban.com/group/topic/297963312/,评论,我以为是肉枣,,chillcherry,2023-11-19 01:33:26,陕西
https://www.douban.com/group/topic/297963312/,评论,我小时候直接拿热红薯揉进生木薯粉里 也是QQ的 ,,widgdbkzxhaow,2023-11-19 02:18:57,江苏
https://www.douban.com/group/topic/297963312/,评论,好的，下次加点,,Blue,2023-11-19 03:28:09,山东
https://www.douban.com/group/topic/297963312/,评论,大虐啊，这样显得我很失败😭😭😭,,Blue,2023-11-19 03:28:55,山东
https://www.douban.com/group/topic/297963312/,评论,好吧宝宝，我用的是糯米粉😭😭,,Blue,2023-11-19 03:30:16,山东
https://www.douban.com/group/topic/297963312/,评论,你你你，杀人诛心啊！,,Blue,2023-11-19 03:30:37,山东
https://www.douban.com/group/topic/297963312/,评论,大图也以为,,momo,2023-11-19 05:35:59,四川
https://www.douban.com/group/topic/297963312/,评论,以为是鹌鹑蛋哈哈,,momo,2023-11-19 06:59:04,山东
https://www.douban.com/group/topic/297963312/,评论,不像卤蛋,,逝水流年,2023-11-19 08:36:18,江苏
https://www.douban.com/group/topic/297963312/,评论,QQ的小圆子要用木薯粉，其他的粉不行,,能改了吗,2023-11-19 11:17:35,四川
https://www.douban.com/group/topic/297963312/,评论,糯米粉是做不出Q弹的丸子，你得加木薯粉和土豆粉，多揉,,Enjoy🦊伊,2023-11-19 11:57:20,广东
https://www.douban.com/group/topic/297963312/,评论,换个角度想一下也是另外一种成功👍🏻,,momo,2023-11-19 12:21:34,河南
https://www.douban.com/group/topic/297963312/,评论,要用木薯粉，你用错了,,陈予安,2023-11-19 13:27:59,广东
https://www.douban.com/group/topic/297963312/,评论,糯米粉是这样子的，要木薯粉才会Q.,,可乐冲鸭,2023-11-29 17:24:30,河北
https://www.douban.com/group/topic/297963312/,评论,虽然有点塌塌，但是味道如何👀,,瞳小婳er,2023-11-29 19:57:07,北京
https://www.douban.com/group/topic/297963312/,评论,沸水捞出要过一遍凉水 就会QQ的 然后再放入红糖or黑糖这一,,面面,2023-11-29 21:52:47,福建
https://www.douban.com/group/topic/297963312/,评论,糯糯的,,Blue,2023-11-29 23:43:16,山东
https://www.douban.com/group/topic/297963312/,评论,这啥,,小猪妹妹,2023-11-30 00:16:14,浙江
