url,type,text,imgs,author,time,location
https://www.douban.com/group/topic/298391846/,正文,,,叶子,2023-11-28 10:09:06,四川
https://www.douban.com/group/topic/298391846/,评论,多星锅,,爱吃面的刘小胖,2023-11-28 14:43:03,山东
https://www.douban.com/group/topic/298391846/,评论,珐琅锅,,完美黄金鸡块,2023-11-28 15:13:17,河北
https://www.douban.com/group/topic/298391846/,评论,铁锅解决一切,,咸鱼tango,2023-11-28 15:15:31,福建
https://www.douban.com/group/topic/298391846/,评论,哪个锅都可以……中式铁锅随便造……,,高我,2023-11-28 16:01:21,广东
https://www.douban.com/group/topic/298391846/,评论,中式炒锅，煮炒炸煎炖，甚至还架架子还能蒸。。,,贯叶金丝桃,2023-11-28 16:21:55,北京
https://www.douban.com/group/topic/298391846/,评论,铁锅,,自由行,2023-11-28 16:45:40,山东
https://www.douban.com/group/topic/298391846/,评论,不锈钢炒锅，买多层的，厚一点的,,helena,2023-11-28 16:48:17,江苏
https://www.douban.com/group/topic/298391846/,评论,铁锅呀，煮咖喱好几次了完全不在话下。,,小葱蘸酱,2023-11-28 16:53:43,广东
https://www.douban.com/group/topic/298391846/,评论,深的平底锅很多，搜深煎锅，随便找了个图。铁锅要防锈养护我水平不行,https://img2.doubanio.com/view/richtext/large/public/p639119611.jpg,momo,2023-11-28 17:36:46,广东
https://www.douban.com/group/topic/298391846/,评论,我家的锅都是这么用的，也用了好几年了，不挑的话无所谓，任意一口锅就可以了,,胖耳朵,2023-11-28 17:42:08,云南
https://www.douban.com/group/topic/298391846/,评论,我是用珐琅锅 比较省心,,唯爱纸片人老公,2023-11-28 17:48:47,河南
https://www.douban.com/group/topic/298391846/,评论,铁锅,,容我醉时眠,2023-11-28 19:50:57,浙江
https://www.douban.com/group/topic/298391846/,评论,铁锅啊 万能,,蜜蜡,2023-11-29 23:30:30,四川
https://www.douban.com/group/topic/298391846/,评论,中式铁锅，煎炒焖炸卤炖没有它不会的,,另一只懒猹猹,2023-11-30 00:32:59,湖北
https://www.douban.com/group/topic/298391846/,评论,建议不要买那种平底锅，除了好看炒菜酱油很厉害，而且锅不深。炖煮东西其实差点火候。,,意大利鱼蛋粉,2023-11-30 00:34:44,江苏
