url,type,text,imgs,author,time,location,author_id
https://www.douban.com/group/topic/298582525/,正文,,https://img9.doubanio.com/view/group_topic/l/public/p634323356.webp,富婆,2023-12-02 10:01:41,上海,174586083
https://www.douban.com/group/topic/298582525/,正文,尊嘟好难吃，又咸又辣感觉有股怪味。没吃完倒掉了(浪费粮食)😭,,富婆,2023-12-02 10:01:41,上海,174586083
https://www.douban.com/group/topic/298582525/,评论,面条直接青菜蛋汤就很好吃了,,云雾,2023-12-02 10:02:26,上海,3273730
https://www.douban.com/group/topic/298582525/,评论,放多了吧,,momo,2023-12-02 10:35:10,重庆,61986588
https://www.douban.com/group/topic/298582525/,评论,应该是放多了？或者你下次放姜蒜炒一下再加水,,索马里下小雨,2023-12-02 10:36:58,澳大利亚,xiaowang924
https://www.douban.com/group/topic/298582525/,评论,我也试过  后来不如清汤面好吃,,我就是喜欢吃瓜,2023-12-02 10:38:41,安徽,186099479
https://www.douban.com/group/topic/298582525/,评论,知道了😭😭,,富婆,2023-12-02 10:39:37,上海,174586083
https://www.douban.com/group/topic/298582525/,评论,👌🏻,,富婆,2023-12-02 10:39:45,上海,174586083
https://www.douban.com/group/topic/298582525/,评论,我感觉煮面不行，煮麻辣烫那种烫点土豆还行，煮面是味太重了,,薄荷,2023-12-02 10:43:30,浙江,132979757
https://www.douban.com/group/topic/298582525/,评论,是好吃的 加牛奶还有芝麻酱白糖 是麻辣烫的味道,,momo,2023-12-02 10:48:04,辽宁,pcyyyyy1127
https://www.douban.com/group/topic/298582525/,评论,海底捞番茄底料煮面好吃,,momo,2023-12-02 10:51:30,辽宁,142157537
https://www.douban.com/group/topic/298582525/,评论,"我推荐一款好吃的冷门的，味达美的酸汤酱，下面条真的超级好吃，开胃，微辣微酸，汤味比较像酸菜鱼汤底的那种，下面条再放把小青菜，口感非常鲜。
我有时候做手抓饼也会刷一点，超级好吃。",https://img3.doubanio.com/view/richtext/large/public/p640722367.jpg,管⁢⁢理⁢员,2023-12-02 10:56:54,江苏,196122600
https://www.douban.com/group/topic/298582525/,评论,你放的太多了可能，稍微一点有点味道就可以,,nomo,2023-12-02 10:59:43,河南,223742349
https://www.douban.com/group/topic/298582525/,评论,要买那种火锅面，就像方便面那种很好吃，这种一般的挂面不太可,,刘儿哔哔,2023-12-02 11:04:11,重庆,101609617
https://www.douban.com/group/topic/298582525/,评论,火锅底料难道不应该是涮鞋底子都好吃吗哈哈哈哈哈哈,,豆瓣男终生不举,2023-12-02 11:10:21,河北,superNovelope
https://www.douban.com/group/topic/298582525/,评论,火锅底料适合配粉丝这种的，面条是不太搭,,min,2023-12-02 11:11:47,湖北,158611927
https://www.douban.com/group/topic/298582525/,评论,好,https://img3.doubanio.com/view/richtext/s/public/p640722367.jpg,富婆,2023-12-02 11:16:02,上海,174586083
https://www.douban.com/group/topic/298582525/,评论,我也觉得,,富婆,2023-12-02 11:16:05,上海,174586083
https://www.douban.com/group/topic/298582525/,评论,😭😭,,富婆,2023-12-02 11:16:46,上海,174586083
https://www.douban.com/group/topic/298582525/,评论,下次知道了尊嘟好难吃,,富婆,2023-12-02 11:16:57,上海,174586083
