url,type,text,imgs,author,time,location,author_id
https://www.douban.com/group/topic/269130082/,正文,大学后悔学医31834个吨 医疗废物同是高三毕业生被家里劝学医父母认识挺多三甲医院非常厉害的医生，平时和这些医生私底下吃饭时他们...,https://img1.doubanio.com/view/group/sqxs/public/53aeb8db17105ab.webp,🫧,2022-06-18 19:46:32,,204724393
https://www.douban.com/group/topic/269130082/,正文,大学后悔学医31834个吨 医疗废物高三毕业生想选中医专业lz是北京应届高三毕业生 选了物生政 对于学医还是很感兴趣的 但因为没选...,https://img1.doubanio.com/view/group/sqxs/public/53aeb8db17105ab.webp,🫧,2022-06-18 19:46:32,,204724393
https://www.douban.com/group/topic/269130082/,正文,大学后悔学医31834个吨 医疗废物选课物生历，医学类什么专业比较推荐？高一时候特别不想当医生，正好就没选化学，学不下去高中化学（大学化学...,https://img1.doubanio.com/view/group/sqxs/public/53aeb8db17105ab.webp,🫧,2022-06-18 19:46:32,,204724393
https://www.douban.com/group/topic/269130082/,正文,该内容已被发布者删除,,🫧,2022-06-18 19:46:32,,204724393
https://www.douban.com/group/topic/269130082/,正文,"大学后悔学医31834个吨 医疗废物去新传组都在建议学医，想听听大家建议高三毕业，没选物理，估分普一
大家推荐的是师范 学医 计算机，但看到...",https://img1.doubanio.com/view/group/sqxs/public/53aeb8db17105ab.webp,🫧,2022-06-18 19:46:32,,204724393
https://www.douban.com/group/topic/269130082/,正文,"大学后悔学医31834个吨 医疗废物有无学中医的uu，我想替一个妹妹问问中医的前途她今年高考，想要报中医。她是可以去985那种。

我自己是学口腔的，不太...",https://img1.doubanio.com/view/group/sqxs/public/53aeb8db17105ab.webp,🫧,2022-06-18 19:46:32,,204724393
https://www.douban.com/group/topic/269130082/,正文,,,🫧,2022-06-18 19:46:32,,204724393
https://www.douban.com/group/topic/269130082/,正文,不定时更新汇总,,🫧,2022-06-18 19:46:32,,204724393
https://www.douban.com/group/topic/269130082/,正文,也可以自己擅用搜索🔍哦👻,,🫧,2022-06-18 19:46:32,,204724393
https://www.douban.com/group/topic/269130082/,评论,如果有想了解眼视光医学的友友可以私戳我😆我可以给一些不是很有用的建议hhhhh,,wowo,2022-06-18 20:10:10,,197106965
